celebrity_name,ballroom_partner,celebrity_industry,celebrity_homestate,celebrity_homecountry/region,celebrity_age_during_season,season,results,placement,week1_judge1_score,week1_judge2_score,week1_judge3_score,week1_judge4_score,week2_judge1_score,week2_judge2_score,week2_judge3_score,week2_judge4_score,week3_judge1_score,week3_judge2_score,week3_judge3_score,week3_judge4_score,week4_judge1_score,week4_judge2_score,week4_judge3_score,week4_judge4_score,week5_judge1_score,week5_judge2_score,week5_judge3_score,week5_judge4_score,week6_judge1_score,week6_judge2_score,week6_judge3_score,week6_judge4_score,week7_judge1_score,week7_judge2_score,week7_judge3_score,week7_judge4_score,week8_judge1_score,week8_judge2_score,week8_judge3_score,week8_judge4_score,week9_judge1_score,week9_judge2_score,week9_judge3_score,week9_judge4_score,week10_judge1_score,week10_judge2_score,week10_judge3_score,week10_judge4_score,week11_judge1_score,week11_judge2_score,week11_judge3_score,week11_judge4_score,week1_avg_judge_score,week2_avg_judge_score,week3_avg_judge_score,week4_avg_judge_score,week5_avg_judge_score,week6_avg_judge_score,week7_avg_judge_score,week8_avg_judge_score,week9_avg_judge_score,week10_avg_judge_score,week11_avg_judge_score,week1_all_judge_score,week2_all_judge_score,week3_all_judge_score,week4_all_judge_score,week5_all_judge_score,week6_all_judge_score,week7_all_judge_score,week8_all_judge_score,week9_all_judge_score,week10_all_judge_score,week11_all_judge_score,week1_rank_judge_score,week2_rank_judge_score,week3_rank_judge_score,week4_rank_judge_score,week5_rank_judge_score,week6_rank_judge_score,week7_rank_judge_score,week8_rank_judge_score,week9_rank_judge_score,week10_rank_judge_score,week11_rank_judge_score,week1_percent_judge_score,week2_percent_judge_score,week3_percent_judge_score,week4_percent_judge_score,week5_percent_judge_score,week6_percent_judge_score,week7_percent_judge_score,week8_percent_judge_score,week9_percent_judge_score,week10_percent_judge_score,week11_percent_judge_score
Hines Ward,Kym Johnson,Athlete,NA,South Korea,35,12,1st Place,1,7,7,7,NA,8,7,8,NA,9,8,8,NA,9,8,8,NA,9,9,9,NA,9,9,9,NA,8,8,8,9,9,9,9,NA,10,10,10,NA,10,9.6666,10,NA,NA,NA,NA,NA,7,7.666666666666667,8.333333333333334,8.333333333333334,9,9,8.25,9,10,9.888866666666667,NA,21,23,25,25,27,27,33,27,30,29.666600000000003,NA,3,1,1,2,1,3,1,2,2,1,NA,0.10144927536231885,0.10648148148148148,0.11682242990654206,0.12135922330097088,0.13917525773195877,0.15,0.17506631299734748,0.2076923076923077,0.2553191489361702,0.33969480071129965,NA
Sugar Ray Leonard,Anna Trebunskaya,Athlete,North Carolina,United States,54,12,Eliminated Week 4,9,6,5,6,NA,6,5,6,NA,7,6,7,NA,7,7,7,NA,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,5.666666666666667,5.666666666666667,6.666666666666667,7,NA,NA,NA,NA,NA,NA,NA,17,17,20,21,NA,NA,NA,NA,NA,NA,NA,9,9,8,8,NA,NA,NA,NA,NA,NA,NA,0.0821256038647343,0.0787037037037037,0.09345794392523364,0.10194174757281553,NA,NA,NA,NA,NA,NA,NA
Chris Jericho,Cheryl Burke,Athlete,New York,United States,40,12,Eliminated Week 6,7,7,6,6,NA,8,7,8,NA,7,7,7,NA,8,7,8,NA,9,8,9,NA,7,8,7,NA,0,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,6.333333333333333,7.666666666666667,7,7.666666666666667,8.666666666666666,7.333333333333333,NA,NA,NA,NA,NA,19,23,21,23,26,22,NA,NA,NA,NA,NA,5,1,5,4,2,7,NA,NA,NA,NA,NA,0.09178743961352658,0.10648148148148148,0.09813084112149532,0.11165048543689321,0.13402061855670103,0.12222222222222222,NA,NA,NA,NA,NA
Petra Nemcova,Dmitry Chaplin,Model,NA,Czechoslovakia,31,12,Eliminated Week 5,8,6,6,6,NA,6,6,6,NA,8,9,8,NA,8,7,8,NA,7,7,8,NA,0,0,0,NA,0,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,6,6,8.333333333333334,7.666666666666667,7.333333333333333,NA,NA,NA,NA,NA,NA,18,18,25,23,22,NA,NA,NA,NA,NA,NA,7,7,1,4,6,NA,NA,NA,NA,NA,NA,0.08695652173913043,0.08333333333333333,0.11682242990654206,0.11165048543689321,0.1134020618556701,NA,NA,NA,NA,NA,NA
Mike Catherwood,Lacey Schwimmer,Radio Personality,California,United States,32,12,Eliminated Week 2,11,5,4,4,NA,6,5,6,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,4.333333333333333,5.666666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06280193236714976,0.0787037037037037,NA,NA,NA,NA,NA,NA,NA,NA,NA
Romeo,Chelsie Hightower,Singer/Rapper,Louisiana,United States,21,12,Eliminated Week 8,5,7,6,6,NA,7,8,8,NA,7,6,7,NA,7,8,8,NA,9,8,9,NA,10,9,9,NA,7.5,8,7,7.5,8.5,9,8.5,NA,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,6.333333333333333,7.666666666666667,6.666666666666667,7.666666666666667,8.666666666666666,9.333333333333334,7.5,8.666666666666666,NA,NA,NA,19,23,20,23,26,28,30,26,NA,NA,NA,5,1,8,4,2,1,5,4,NA,NA,NA,0.09178743961352658,0.10648148148148148,0.09345794392523364,0.11165048543689321,0.13402061855670103,0.15555555555555556,0.15915119363395225,0.2,NA,NA,NA
Wendy Williams,Tony Dovolani,TV Personality,New Jersey,United States,46,12,Eliminated Week 3,10,5,4,5,NA,6,5,6,NA,5,5,5,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,NA,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,4.666666666666667,5.666666666666667,5,NA,NA,NA,NA,NA,NA,NA,NA,14,17,15,NA,NA,NA,NA,NA,NA,NA,NA,10,9,10,NA,NA,NA,NA,NA,NA,NA,NA,0.06763285024154589,0.0787037037037037,0.07009345794392523,NA,NA,NA,NA,NA,NA,NA,NA
Kendra Wilkinson,Louis van Amstel,TV Personality,California,United States,25,12,Eliminated Week 7,6,6,6,6,NA,7,6,6,NA,8,7,8,NA,6,6,6,NA,8,7,7,NA,8,8,9,NA,7.5,7.5,7.5,8,0,0,0,NA,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,6,6.333333333333333,7.666666666666667,6,7.333333333333333,8.333333333333334,7.625,NA,NA,NA,NA,18,19,23,18,22,25,30.5,NA,NA,NA,NA,7,6,3,9,6,5,4,NA,NA,NA,NA,0.08695652173913043,0.08796296296296297,0.10747663551401869,0.08737864077669903,0.1134020618556701,0.1388888888888889,0.16180371352785147,NA,NA,NA,NA
Elisabetta Canalis,Valentin Chmerkovskiy,Actor/Actress,NA,Italy,33,13,Eliminated Week 2,11,5,5,5,NA,7,7,7,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,5,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,21,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06912442396313365,0.09417040358744394,NA,NA,NA,NA,NA,NA,NA,NA,NA
David Arquette,Kym Johnson,Actor/Actress,Virginia,United States,40,13,Eliminated Week 7,6,6,6,6,NA,6,6,6,NA,8,8,8,NA,8,7,8,NA,8,9,8,NA,8,7,8,NA,8,7.5,8,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,6,6,8,7.666666666666667,8.333333333333334,7.666666666666667,7.833333333333333,NA,NA,NA,NA,18,18,24,23,25,23,23.5,NA,NA,NA,NA,6,9,4,5,2,4,5,NA,NA,NA,NA,0.08294930875576037,0.08071748878923767,0.10126582278481013,0.11004784688995216,0.13297872340425532,0.13855421686746988,0.16040955631399317,NA,NA,NA,NA
Ricki Lake,Derek Hough,Actor/Actress,New York,United States,42,13,3rd Place,3,7,6,7,NA,8,7,8,NA,9,9,9,NA,10,9,10,NA,8,8,8,NA,10,9,10,NA,9,8.5,9,NA,8.5,8.5,9,NA,10.8333,11.3333,11.3333,NA,9.3333,9.3333,9.3333,NA,NA,NA,NA,NA,6.666666666666667,7.666666666666667,9,9.666666666666666,8,9.666666666666666,8.833333333333334,8.666666666666666,11.166633333333332,9.3333,NA,20,23,27,29,24,29,26.5,26,33.4999,27.999899999999997,NA,4,1,1,1,4,1,1,2,1,3,NA,0.09216589861751152,0.1031390134529148,0.11392405063291139,0.13875598086124402,0.1276595744680851,0.1746987951807229,0.18088737201365188,0.20077220077220076,0.28270077088932866,0.33136133188796163,NA
J.R. Martinez,Karina Smirnoff,Actor/Actress,Louisiana,United States,28,13,1st Place,1,8,7,7,NA,7,7,8,NA,9,8,9,NA,8,9,9,NA,9,9,10,NA,10,9,10,NA,8.5,7.5,8,NA,10,10,10,NA,9.5,9,9.5,NA,9.3333,9.1666,9.6666,NA,NA,NA,NA,NA,7.333333333333333,7.333333333333333,8.666666666666666,8.666666666666666,9.333333333333334,9.666666666666666,8,10,9.333333333333334,9.388833333333332,NA,22,22,26,26,28,29,24,30,28,28.1665,NA,1,2,2,2,1,1,4,1,3,2,NA,0.10138248847926268,0.09865470852017937,0.10970464135021098,0.12440191387559808,0.14893617021276595,0.1746987951807229,0.16382252559726962,0.23166023166023167,0.23628791682665332,0.33333293885414844,NA
Metta World Peace (Ron),Peta Murgatroyd,Athlete,New York,United States,31,13,Eliminated Week 1,12,5,4,5,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,4.666666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06451612903225806,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hope Solo,Maksim Chmerkoskiy,Athlete,Washington,United States,30,13,Eliminated Week 9,4,7,7,7,NA,6,7,6,NA,8,8,8,NA,8,8,8,NA,8,8,8,NA,7,6,7,NA,8.5,8,8.5,NA,8.5,9,8.5,NA,8.1666,8.1666,8.1666,NA,0,0,0,NA,NA,NA,NA,NA,7,6.333333333333333,8,8,8,6.666666666666667,8.333333333333334,8.666666666666666,8.1666,NA,NA,21,19,24,24,24,20,25,26,24.4998,NA,NA,3,8,4,3,4,6,3,2,4,NA,NA,0.0967741935483871,0.08520179372197309,0.10126582278481013,0.11483253588516747,0.1276595744680851,0.12048192771084337,0.17064846416382254,0.20077220077220076,0.20675023945248716,NA,NA
Chynna Phillips,Tony Dovolani,Singer/Rapper,California,United States,43,13,Eliminated Week 4,9,8,7,7,NA,7,7,7,NA,8,9,9,NA,7,7,7,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,7.333333333333333,7,8.666666666666666,7,NA,NA,NA,NA,NA,NA,NA,22,21,26,21,NA,NA,NA,NA,NA,NA,NA,1,4,2,6,NA,NA,NA,NA,NA,NA,NA,0.10138248847926268,0.09417040358744394,0.10970464135021098,0.10047846889952153,NA,NA,NA,NA,NA,NA,NA
Kristin Cavallari,Mark Ballas,TV Personality,Colorado,United States,24,13,Eliminated Week 3,10,7,6,6,NA,8,7,7,NA,8,8,8,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,6.333333333333333,7.333333333333333,8,NA,NA,NA,NA,NA,NA,NA,NA,19,22,24,NA,NA,NA,NA,NA,NA,NA,NA,5,2,4,NA,NA,NA,NA,NA,NA,NA,NA,0.08755760368663594,0.09865470852017937,0.10126582278481013,NA,NA,NA,NA,NA,NA,NA,NA
Carson Kressley,Anna Trebunskaya,TV Personality,Pennsylvania,United States,41,13,Eliminated Week 5,8,6,5,6,NA,6,6,6,NA,8,7,8,NA,7,6,7,NA,6,6,7,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,5.666666666666667,6,7.666666666666667,6.666666666666667,6.333333333333333,NA,NA,NA,NA,NA,NA,17,18,23,20,19,NA,NA,NA,NA,NA,NA,7,9,8,9,8,NA,NA,NA,NA,NA,NA,0.07834101382488479,0.08071748878923767,0.0970464135021097,0.09569377990430622,0.10106382978723404,NA,NA,NA,NA,NA,NA
Chaz Bono,Lacey Schwimmer,TV Personality,California,United States,42,13,Eliminated Week 6,7,6,5,6,NA,6,5,6,NA,6,6,6,NA,7,7,7,NA,7,7,7,NA,7,6,6,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,5.666666666666667,5.666666666666667,6,7,7,6.333333333333333,NA,NA,NA,NA,NA,17,17,18,21,21,19,NA,NA,NA,NA,NA,7,11,10,6,7,7,NA,NA,NA,NA,NA,0.07834101382488479,0.07623318385650224,0.0759493670886076,0.10047846889952153,0.11170212765957446,0.1144578313253012,NA,NA,NA,NA,NA
Nancy Grace,Tristan MacManus,TV Personality,Georgia,United States,51,13,Eliminated Week 8,5,5,5,6,NA,6,8,7,NA,7,7,7,NA,7,7,7,NA,7,7,8,NA,9,7,8,NA,7.5,7,7.5,NA,7.5,7,7.5,NA,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,5.333333333333333,7,7,7,7.333333333333333,8,7.333333333333333,7.333333333333333,NA,NA,NA,16,21,21,21,22,24,22,22,NA,NA,NA,9,4,9,6,6,3,6,5,NA,NA,NA,0.07373271889400922,0.09417040358744394,0.08860759493670886,0.10047846889952153,0.11702127659574468,0.14457831325301204,0.15017064846416384,0.16988416988416988,NA,NA,NA
Rob Kardashian,Cheryl Burke,TV Personality,California,United States,24,13,2nd Place,2,6,5,5,NA,7,7,7,NA,8,8,8,NA,8,8,8,NA,9,8,8,NA,8,7,7,NA,9,8,8.5,NA,8.5,8.5,8.5,NA,11.1666,10.6666,10.6666,NA,9.4444,9.4444,9.4444,NA,NA,NA,NA,NA,5.333333333333333,7,8,8,8.333333333333334,7.333333333333333,8.5,8.5,10.833266666666667,9.4444,NA,16,21,24,24,25,22,25.5,25.5,32.4998,28.333199999999998,NA,9,4,4,3,2,5,2,4,2,1,NA,0.07373271889400922,0.09417040358744394,0.10126582278481013,0.11483253588516747,0.13297872340425532,0.13253012048192772,0.17406143344709898,0.1969111969111969,0.27426107283153095,0.33530572925789,NA
William Levy,Cheryl Burke,Actor/Actress,NA,Cuba,31,14,3rd Place,3,8,8,8,NA,9,7,9,NA,9,9,10,NA,7,7,8,NA,10,9,10,NA,12,11,13,NA,9,8.5,9,NA,9.5,9.5,9.5,NA,9.5,9.5,10,NA,10,9.6666,10,NA,NA,NA,NA,NA,8,8.333333333333334,9.333333333333334,7.333333333333333,9.666666666666666,12,8.833333333333334,9.5,9.666666666666666,9.888866666666667,NA,24,25,28,22,29,36,26.5,28.5,29,29.666600000000003,NA,3,3,2,6,1,3,3,1,2,2,NA,0.08888888888888889,0.09293680297397769,0.1,0.0944206008583691,0.12946428571428573,0.13953526230497526,0.1444141689373297,0.1743119266055046,0.25217391304347825,0.33208930162582334,NA
Jack Wagner,Anna Trebunskaya,Actor/Actress,Missouri,United States,52,14,Eliminated Week 3,11,8,7,8,NA,7,7,7,NA,8,8,8,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,7.666666666666667,7,8,NA,NA,NA,NA,NA,NA,NA,NA,23,21,24,NA,NA,NA,NA,NA,NA,NA,NA,4,8,7,NA,NA,NA,NA,NA,NA,NA,NA,0.08518518518518518,0.07806691449814127,0.08571428571428572,NA,NA,NA,NA,NA,NA,NA,NA
Sherri Sheperd,Valentin Chmerkovskiy,Actor/Actress,Illinois,United States,44,14,Eliminated Week 4,10,8,7,8,NA,8,7,8,NA,8,8,8,NA,7,7,7,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,7.666666666666667,7.666666666666667,8,7,NA,NA,NA,NA,NA,NA,NA,23,23,24,21,NA,NA,NA,NA,NA,NA,NA,4,6,7,9,NA,NA,NA,NA,NA,NA,NA,0.08518518518518518,0.08550185873605948,0.08571428571428572,0.09012875536480687,NA,NA,NA,NA,NA,NA,NA
Jaleel White,Kym Johnson,Actor/Actress,California,United States,35,14,Eliminated Week 7,7,9,8,9,NA,7,7,8,NA,9,8,8,NA,8,7,7,NA,8,8,8,NA,12.6666,11.6666,12.6666,NA,9,8,8.5,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,8.666666666666666,7.333333333333333,8.333333333333334,7.333333333333333,8,12.333266666666667,8.5,NA,NA,NA,NA,26,22,25,22,24,36.9998,25.5,NA,NA,NA,NA,1,7,5,6,6,2,6,NA,NA,NA,NA,0.0962962962962963,0.08178438661710037,0.08928571428571429,0.0944206008583691,0.10714285714285714,0.1434104666175451,0.13896457765667575,NA,NA,NA,NA
Roshon Fegan,Chelsie Hightower,Actor/Actress,California,United States,20,14,Eliminated Week 8,6,8,7,8,NA,9,8,9,NA,8,8,9,NA,9,8,9,NA,9,8,9,NA,8.6666,9.6666,9.6666,NA,9.5,8,8.5,NA,9.5,9,9.5,NA,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,7.666666666666667,8.666666666666666,8.333333333333334,8.666666666666666,8.666666666666666,9.333266666666667,8.666666666666666,9.333333333333334,NA,NA,NA,23,26,25,26,26,27.9998,26,28,NA,NA,NA,4,1,5,2,5,7,5,2,NA,NA,NA,0.08518518518518518,0.09665427509293681,0.08928571428571429,0.11158798283261803,0.11607142857142858,0.1085266510413013,0.14168937329700274,0.1712538226299694,NA,NA,NA
Melissa Gilbert,Maksim Chmerkoskiy,Actor/Actress,California,United States,47,14,Eliminated Week 8,5,7,6,7,NA,7,6,7,NA,8,8,8,NA,7,8,7,NA,7,7,7,NA,10,10,10,NA,8,7.5,8,NA,8.5,8.5,8.5,NA,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,6.666666666666667,6.666666666666667,8,7.333333333333333,7,10,7.833333333333333,8.5,NA,NA,NA,20,20,24,22,21,30,23.5,25.5,NA,NA,NA,10,10,7,6,8,5,7,6,NA,NA,NA,0.07407407407407407,0.07434944237918216,0.08571428571428572,0.0944206008583691,0.09375,0.11627938525414606,0.12806539509536785,0.1559633027522936,NA,NA,NA
Martina Navratilova,Tony Dovolani,Athlete,NA,Czechoslovakia,55,14,Eliminated Week 2,12,7,6,7,NA,6,5,6,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,6.666666666666667,5.666666666666667,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.07407407407407407,0.06319702602230483,NA,NA,NA,NA,NA,NA,NA,NA,NA
Donald Driver,Peta Murgatroyd,Athlete,Texas,United States,37,14,1st Place,1,7,7,7,NA,8,8,8,NA,9,8,9,NA,9,9,9,NA,10,8,9,NA,11.3333,11.3333,11.3333,NA,9,8.5,9,NA,9.5,9,9,NA,9.5,9,10,NA,10,9.6666,10,NA,NA,NA,NA,NA,7,8,8.666666666666666,9,9,11.3333,8.833333333333334,9.166666666666666,9.5,9.888866666666667,NA,21,24,26,27,27,33.9999,26.5,27.5,28.5,29.666600000000003,NA,8,5,4,1,3,4,3,3,3,2,NA,0.07777777777777778,0.08921933085501858,0.09285714285714286,0.11587982832618025,0.12053571428571429,0.13178291569008135,0.1444141689373297,0.16819571865443425,0.24782608695652175,0.33208930162582334,NA
Gavin DeGraw,Karina Smirnoff,Singer/Rapper,New York,United States,35,14,Eliminated Week 5,9,7,6,7,NA,7,7,7,NA,8,8,8,NA,8,8,7,NA,6,6,7,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,6.666666666666667,7,8,7.666666666666667,6.333333333333333,NA,NA,NA,NA,NA,NA,20,21,24,23,19,NA,NA,NA,NA,NA,NA,10,8,7,5,9,NA,NA,NA,NA,NA,NA,0.07407407407407407,0.07806691449814127,0.08571428571428572,0.09871244635193133,0.08482142857142858,NA,NA,NA,NA,NA,NA
Gladys Knight,Tristan MacManus,Singer/Rapper,Georgia,United States,67,14,Eliminated Week 6,8,8,7,8,NA,7,5,7,NA,8,8,8,NA,7,6,7,NA,7,7,8,NA,8,8,8,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,7.666666666666667,6.333333333333333,8,6.666666666666667,7.333333333333333,8,NA,NA,NA,NA,NA,23,19,24,20,22,24,NA,NA,NA,NA,NA,4,11,7,10,7,8,NA,NA,NA,NA,NA,0.08518518518518518,0.07063197026022305,0.08571428571428572,0.08583690987124463,0.09821428571428571,0.09302350820331685,NA,NA,NA,NA,NA
Katherine Jenkins,Mark Ballas,Singer/Rapper,NA,Wales,31,14,2nd Place,2,9,8,9,NA,9,8,9,NA,10,9,10,NA,8,8,8,NA,10,9,10,NA,13.3333,12.3333,13.3333,NA,9.5,8.5,9,NA,9,9,9.5,NA,9.5,9,9.5,NA,10,10,10,NA,NA,NA,NA,NA,8.666666666666666,8.666666666666666,9.666666666666666,8,9.666666666666666,12.999966666666666,9,9.166666666666666,9.333333333333334,10,NA,26,26,29,24,29,38.9999,27,27.5,28,30,NA,1,1,1,4,1,1,2,3,4,1,NA,0.0962962962962963,0.09665427509293681,0.10357142857142858,0.10300429184549356,0.12946428571428573,0.15116281323243902,0.14713896457765668,0.16819571865443425,0.24347826086956523,0.3358213967483533,NA
Maria Menounos,Derek Hough,TV Personality,Massachusetts,United States,33,14,Eliminated Week 9,4,7,7,7,NA,8,8,9,NA,9,9,9,NA,9,8,9,NA,9,9,9,NA,9.3333,10.3333,10.3333,NA,10,9,9.5,NA,9.5,7.5,9.5,NA,10,9.5,10,NA,0,0,0,NA,NA,NA,NA,NA,7,8.333333333333334,9,8.666666666666666,9,9.999966666666666,9.5,8.833333333333334,9.833333333333334,NA,NA,21,25,27,26,27,29.999899999999997,28.5,26.5,29.5,NA,NA,8,3,3,2,3,6,1,5,1,NA,NA,0.07777777777777778,0.09293680297397769,0.09642857142857143,0.11158798283261803,0.12053571428571429,0.1162789976561952,0.1553133514986376,0.1620795107033639,0.2565217391304348,NA,NA
Gilles Marini,Peta Murgatroyd,Actor/Actress,NA,France,36,15,Eliminated Week 8,6,8,8,8,NA,8.5,8.5,8.5,NA,8.5,8.5,8.5,NA,10,9.5,10,10,9.5,9.25,9.5,NA,9,9,9.5,NA,11.1666,11.1666,11.1666,NA,9.5,10,9.7777,NA,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,8,8.5,8.5,9.875,9.416666666666666,9.166666666666666,11.1666,9.759233333333333,NA,NA,NA,24,25.5,25.5,39.5,28.25,27.5,33.4998,29.2777,NA,NA,NA,2,2,4,1,2,5,5,2,NA,NA,NA,0.0867992766726944,0.09239130434782608,0.09172661870503597,0.12286158631415241,0.12710911136107986,0.12168141592920353,0.1384293260352406,0.1469193195013584,NA,NA,NA
Sabrina Bryan,Louis van Amstel,Actor/Actress,California,United States,28,15,Eliminated Week 6,8,7.5,7.5,7.5,NA,9,8.5,8.5,NA,8.5,8.5,8.5,NA,9,9,8.5,9,9.75,9.75,9.75,NA,10,10,10,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,7.5,8.666666666666666,8.5,8.875,9.75,10,NA,NA,NA,NA,NA,22.5,26,25.5,35.5,29.25,30,NA,NA,NA,NA,NA,3,1,4,6,1,1,NA,NA,NA,NA,NA,0.081374321880651,0.09420289855072464,0.09172661870503597,0.1104199066874028,0.13160854893138357,0.13274336283185842,NA,NA,NA,NA,NA
Kirstie Alley,Maksim Chmerkoskiy,Actor/Actress,Kansas,United States,61,15,Eliminated Week 8,7,6.5,6,6.5,NA,7,7,7,NA,8,8,8,NA,7.5,7.5,7.5,7.5,8.75,8.75,8.75,NA,9.5,8.5,9.5,NA,9.3333,9.3333,9.3333,NA,8.5,8.5,8.5,NA,0,0,0,NA,0,0,0,NA,NA,NA,NA,NA,6.333333333333333,7,8,7.5,8.75,9.166666666666666,9.3333,8.5,NA,NA,NA,19,21,24,30,26.25,27.5,27.999899999999997,25.5,NA,NA,NA,12,11,9,9,7,5,7,7,NA,NA,NA,0.06871609403254973,0.07608695652173914,0.08633093525179857,0.09331259720062209,0.11811023622047244,0.12168141592920353,0.11570240079206841,0.127962327890669,NA,NA,NA
Kelly Monaco,Valentin Chmerkovskiy,Actor/Actress,Pennsylvania,United States,36,15,3rd Place,3,7,7,7.5,NA,7.5,7,7.5,NA,9,9,9,NA,9,9.5,9.5,9.5,8.5,8.5,8.75,NA,9,9,9,NA,12,12,12,NA,9.5,9.3333,9.5,NA,8.7777,9.3333,9,NA,9.6666,9.6666,9.7777,NA,NA,NA,NA,NA,7.166666666666667,7.333333333333333,9,9.375,8.583333333333334,9,12,9.444433333333334,9.036999999999999,9.703633333333334,NA,21.5,22,27,37.5,25.75,27,36,28.3333,27.110999999999997,29.1109,NA,6,10,1,3,8,7,3,5,4,2,NA,0.07775768535262206,0.07971014492753623,0.09712230215827339,0.1166407465007776,0.11586051743532058,0.11946902654867257,0.14876076087823395,0.1421801970519487,0.19227700484469115,0.3331212530739241,NA
Apolo Anton Ohno,Karina Smirnoff,Athlete,Washington,United States,30,15,Eliminated Week 9,5,7.5,7,7.5,NA,8.5,8,8,NA,9,8,8.5,NA,8.5,9,8.5,8.5,9,9.75,9.5,NA,10,10,10,NA,11,11,11,NA,9.7777,9.5,10,NA,9.3333,9.5,9.7777,NA,0,0,0,NA,NA,NA,NA,NA,7.333333333333333,8.166666666666666,8.5,8.625,9.416666666666666,10,11,9.759233333333333,9.537,NA,NA,22,24.5,25.5,34.5,28.25,30,33,29.2777,28.611,NA,NA,4,4,4,7,2,1,6,2,3,NA,NA,0.07956600361663653,0.08876811594202899,0.09172661870503597,0.10730948678071539,0.12710911136107986,0.13274336283185842,0.1363640308050478,0.1469193195013584,0.20291532535175608,NA,NA
Emmitt Smith,Cheryl Burke,Athlete,Florida,United States,43,15,Eliminated Week 9,4,8,8.5,8,NA,7.5,7.5,7.5,NA,8.5,8,8.5,NA,9,9,9,9,9.25,9.25,9.5,NA,8.5,8.5,9.5,NA,10.8333,11.8333,11.8333,NA,9.5,9.7777,9.7777,NA,9,9,9,NA,0,0,0,NA,NA,NA,NA,NA,8.166666666666666,7.5,8.333333333333334,9,9.333333333333334,8.833333333333334,11.499966666666666,9.685133333333333,9,NA,NA,24.5,22.5,25,36,28,26.5,34.4999,29.0554,27,NA,NA,1,7,8,5,6,8,4,4,5,NA,NA,0.08860759493670886,0.08152173913043478,0.08992805755395683,0.1119751166407465,0.12598425196850394,0.1172566371681416,0.1425619826173051,0.1458037890899821,0.19148976912716836,NA,NA
